accession	genome	Source	GC_pct	completeness	contamination	checkM2.completeness	checkM2.contamination	primary_cluster	secondary_cluster	length	N50	gtdb_taxonomy	ncbi_isolation_source	ncbi_genome_category	gtdb_representative	ncbi_refseq_category	MAG_source	fBAPS_l1	fBAPS_l2	Study	Age_BP	Continent	Country	sample_host	classification	Host	GUNC.n_contigs	checkM.N50_contigs	QUAL
GCA_944386615.1	GCA_944386615.1_E01_bin299_genomic	gut	41.762485736856	93.62	0.24			301	301_3	1868452	17729	g__Fimisoma;s__Fimisoma sp900540145	chicken caecal content	derived from metagenome	f	na	NCBI MAG												
GCA_900540145.1	GCA_900540145.1_UMGS207_genomic	gut	41.8576403420494	98.23	0.24			301	301_4	2054908	26689	g__Fimisoma;s__Fimisoma sp900540145	human gut	derived from environmental sample	t	na	NCBI MAG												
GCA_905201445.1	GCA_905201445.1_ERR321557-mag-bin.4_genomic	gut	41.73907441292	97.87	0			301	301_5	2126499	67768	g__Fimisoma;s__Fimisoma sp900540145	human gut	derived from metagenome	f	na	NCBI MAG												
GCA_022791405.1	GCA_022791405.1_ASM2279140v1_genomic	gut	37.1318468524704	100	0			302	302_1	1818299	132775	g__Fimisoma;s__Fimisoma sp910588185	feces extracted directly from colon	derived from metagenome	f	na	NCBI isolate												
GCA_910588185.1	GCA_910588185.1_MGBC162508_genomic	gut	37.7029053387605	100	0.71			302	302_1	1976393	214376	g__Fimisoma;s__Fimisoma sp910588185	Faeces	derived from metagenome	t	na	NCBI MAG												
GCA_021769295.1	GCA_021769295.1_ASM2176929v1_genomic	gut	43.2614366091041	98.58	1.42			303	303_0	2258471	102172	g__Fimisoma;s__Fimisoma sp021769295	cecum matter of weanling rat after 6 hour fasting; S35	derived from metagenome	t	na	NCBI isolate												
GCA_904420165.1	GCA_904420165.1_Coassembly_mag_34_genomic	environmental	47.7302970632125	85.07	2.48			304	304_1	1560072	6922	g__Fimisoma;s__Fimisoma avicola	metagenome	derived from metagenome	f	na	NCBI MAG												
GCA_905210585.1	GCA_905210585.1_ERR321631-mag-bin.36_genomic	gut	47.687022702077	97.87	0			304	304_1	2266797	62215	g__Fimisoma;s__Fimisoma avicola	human gut	derived from metagenome	f	na	NCBI MAG												
GCA_930989915.1	GCA_930989915.1_ERR3414584_bin.69_metaWRAP_v1.1_MAG_genomic	gut	48.0324351856296	71	0			304	304_1	1499976	5838	g__Fimisoma;s__Fimisoma avicola	chicken gut metagenome	derived from metagenome	f	na	NCBI MAG												
GCA_944388525.1	GCA_944388525.1_E0_RM_bin16_genomic	gut	47.9831868914747	95.74	0			304	304_2	2105500	29101	g__Fimisoma;s__Fimisoma avicola	chicken caecal content	derived from metagenome	f	na	NCBI MAG												
GCA_934271205.1	GCA_934271205.1_ERR7738665_bin.57_genomic	gut	47.7272899171979	88.65	0			304	304_3	2115404	75667	g__Fimisoma;s__Fimisoma avicola	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_018714945.1	GCA_018714945.1_ASM1871494v1_genomic	none	47.9024296542678	92.55	0.24			304	304_4	1978265	18687	g__Fimisoma;s__Fimisoma avicola	none	derived from metagenome	f	na	NCBI isolate												
GCA_900542565.1	GCA_900542565.1_UMGS473_genomic	gut	47.6375529703236	97.5	0.71			304	304_5	2295861	36376	g__Fimisoma;s__Fimisoma avicola	human gut	derived from environmental sample	t	na	NCBI MAG												
GCA_900754795.1	GCA_900754795.1_ERS396508_43_genomic	gut	48.0404954101395	78.37	0.02			305	305_1	1506146	24769	g__Fimisoma;s__Fimisoma sp900754795	human stool	derived from metagenome	t	na	NCBI MAG												
GCA_905211585.1	GCA_905211585.1_ERR414468-mag-bin.50_genomic	gut	48.0951997520941	92.91	1.42			305	305_1	1639332	36548	g__Fimisoma;s__Fimisoma sp900754795	human gut	derived from metagenome	f	na	NCBI MAG												
GCA_944388515.1	GCA_944388515.1_E02_bin73_genomic	gut	48.3243092887988	86.51	2.27			305	305_2	1452416	9435	g__Fimisoma;s__Fimisoma sp900754795	chicken caecal content	derived from metagenome	f	na	NCBI MAG												
GCA_944382925.1	GCA_944382925.1_E40_bin253_genomic	gut	55.091900072508	90.96	2.13			306	306_0	1707398	16268	g__Fimisoma;s__Fimisoma sp944382925	chicken caecal content	derived from metagenome	t	na	NCBI MAG												
GCA_905193835.1	GCA_905193835.1_ERR321620-mag-bin.30_genomic	gut	45.5986144024728	95.74	0			307	307_1	2133953	29025	g__CAG-238;s__CAG-238 sp000435615	human gut	derived from metagenome	f	na	NCBI MAG												
GCA_934246885.1	GCA_934246885.1_ERR7738582_bin.117_genomic	gut	45.6084918586918	93.26	0.18			307	307_2	1963198	52016	g__CAG-238;s__CAG-238 sp000435615	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_900541405.1	GCA_900541405.1_UMGS342_genomic	gut	45.5267624240746	95.74	0			307	307_3	2137624	35426	g__CAG-238;s__CAG-238 sp000435615	human gut	derived from environmental sample	f	na	NCBI MAG												
GCA_000435615.1	GCA_000435615.1_MGS238_genomic	gut	45.6003059257496	95.39	0.78			307	307_4	2118260	36287	g__CAG-238;s__CAG-238 sp000435615	derived from human gut metagenome	derived from environmental sample	t	na	NCBI MAG												
	HMP_2012__SRS016541__bin.10	oral		55.08126478	1.063829787			307	307_5	961511	2784	g__CAG-238;s__CAG-238 sp000435615					Modern			HMP_2012	7	North America	USA	Homo		Human			
GCA_021626225.1	GCA_021626225.1_ASM2162622v1_genomic	gut	46.4807596832635	83.53	1.18			307	307_6	1554001	7578	g__CAG-238;s__CAG-238 sp000435615	stool	derived from metagenome	f	na	NCBI isolate												
GCA_022764365.1	GCA_022764365.1_ASM2276436v1_genomic	gut	46.0143456561012	95.04	1.24			307	307_7	1889213	26913	g__CAG-238;s__CAG-238 sp000435615	feces	derived from metagenome	f	na	NCBI isolate												
GCA_934277695.1	GCA_934277695.1_ERR7745854_bin.117_genomic	gut	45.8914291729985	98.94	0			308	308_0	2118267	249109	g__CAG-238;s__CAG-238 sp000435615	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_900754805.1	GCA_900754805.1_ERS396508_5_genomic	gut	46.3021775002171	74.82	0.35			309	309_1	2026544	5364	g__CAG-238;s__CAG-238 sp900754805	human stool	derived from metagenome	t	na	NCBI MAG												
GCA_934246785.1	GCA_934246785.1_ERR7745755_bin.158_genomic	gut	46.3089682748302	56.61	0.35			309	309_2	1061397	5898	g__CAG-238;s__CAG-238 sp900754805	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_905209285.1	GCA_905209285.1_ERR1600689-mag-bin.54_genomic	gut	46.1055651658833	97.87	0.71			309	309_3	2353371	35607	g__CAG-238;s__CAG-238 sp900754805	human gut	derived from metagenome	f	na	NCBI MAG												
GCA_934233735.1	GCA_934233735.1_ERR7746061_bin.223_genomic	gut	45.8656058278205	98.23	0.71			310	310_0	2394583	86254	g__CAG-238;s__CAG-238 sp934233735	human feces	derived from metagenome	t	na	NCBI MAG												
GCA_900542245.1	GCA_900542245.1_UMGS434_genomic	gut	51.8665378538756	94.49	0			311	311_1	2270996	15722	g__CAG-238;s__CAG-238 sp900542245	human gut	derived from environmental sample	t	na	NCBI MAG												
GCA_900754975.1	GCA_900754975.1_ERS396523_115_genomic	gut	52.0030787454176	66.26	0			311	311_2	1583762	5868	g__CAG-238;s__CAG-238 sp900542245	human stool	derived from metagenome	f	na	NCBI MAG												
GCA_934255005.1	GCA_934255005.1_ERR7738272_bin.4_genomic	gut	51.3168163404151	88.3	0			311	311_3	2228291	14578	g__CAG-238;s__CAG-238 sp900542245	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_934255055.1	GCA_934255055.1_ERR7745594_bin.62_genomic	gut	52.0117947780538	85.86	0.18			311	311_4	2335949	8034	g__CAG-238;s__CAG-238 sp900542245	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_905193055.1	GCA_905193055.1_ERR1430568-mag-bin.31_genomic	gut	51.0393671059453	97.52	0.71			311	311_5	2548041	32968	g__CAG-238;s__CAG-238 sp900542245	human gut	derived from metagenome	f	na	NCBI MAG												
GCA_934876165.1	GCA_934876165.1_MTG243_bin.19_genomic	gut	50.8430941333711	96.81	0.71			311	311_6	2444254	55818	g__CAG-238;s__CAG-238 sp900542245	human gut	derived from metagenome	f	na	NCBI MAG												
GCA_019417825.1	GCA_019417825.1_ASM1941782v1_genomic	gut	51.1123456814274	98.23	0.71			311	311_7	2556935	33245	g__CAG-238;s__CAG-238 sp900542245	feces	derived from metagenome	f	na	NCBI isolate												
GCA_900551415.1	GCA_900551415.1_UMGS1400_genomic	gut	50.6774202932535	90.85	2.88			312	312_1	2268754	16709	g__CAG-238;s__CAG-238 sp900551415	human gut	derived from environmental sample	t	na	NCBI MAG												
GCA_900759025.1	GCA_900759025.1_ERS608574_13_genomic	gut	50.7630724696831	84.4	0			312	312_2	2116968	29299	g__CAG-238;s__CAG-238 sp900551415	human stool	derived from metagenome	f	na	NCBI MAG												
GCA_905197025.1	GCA_905197025.1_ERR321615-mag-bin.27_genomic	gut	50.8692036401888	82.28	1.44			312	312_3	1897484	8256	g__CAG-238;s__CAG-238 sp900551415	human gut	derived from metagenome	f	na	NCBI MAG												
GCA_934277525.1	GCA_934277525.1_ERR7738582_bin.4_genomic	gut	51.5404774330086	88.23	0			312	312_4	1939204	12449	g__CAG-238;s__CAG-238 sp900551415	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_023438925.1	GCA_023438925.1_ASM2343892v1_genomic	gut	51.1197798082468	90.9	0			312	312_5	2077462	26189	g__CAG-238;s__CAG-238 sp900551415	feces	derived from metagenome	f	na	NCBI isolate												
GCA_934255205.1	GCA_934255205.1_ERR7746349_bin.374_genomic	gut	50.6721436769416	90.07	0			312	312_6	2347266	26061	g__CAG-238;s__CAG-238 sp900551415	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_002431245.1	GCA_002431245.1_ASM243124v1_genomic	gut	51.1907152778977	89.42	1.95			313	313_1	2041950	13166	g__CAG-238;s__CAG-238 sp002439735	feces	derived from metagenome	f	na	NCBI isolate												
GCA_002439735.1	GCA_002439735.1_ASM243973v1_genomic	gut	50.9498159682279	92.34	1.06			313	313_1	2296692	21371	g__CAG-238;s__CAG-238 sp002439735	feces	derived from metagenome	t	na	NCBI isolate												
GCA_934271235.1	GCA_934271235.1_ERR7738552_bin.355_genomic	gut	51.0872329504056	89.36	1.42			314	314_1	2563756	100102	g__CAG-238;s__CAG-238 sp934271235	human feces	derived from metagenome	t	na	NCBI MAG												
GCA_934277405.1	GCA_934277405.1_ERR7746411_bin.322_genomic	gut	51.9442306259777	73.18	3.97			314	314_2	2174742	6612	g__CAG-238;s__CAG-238 sp934271235	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_017537495.1	GCA_017537495.1_ASM1753749v1_genomic	gut	47.8787175748459	88.71	5.19			315	315_0	2103421	5189	g__RGIG7179;s__RGIG7179 sp017537495	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_017556505.1	GCA_017556505.1_ASM1755650v1_genomic	gut	48.0617455653998	95.74	3.55			316	316_0	2397905	18046	g__RGIG7179;s__RGIG7179 sp017556505	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_016302925.1	GCA_016302925.1_ASM1630292v1_genomic	gut	51.1708674611845	83.26	2.84			317	317_1	2023030	10290	g__RGIG7179;s__RGIG7179 sp016302925	fresh feces	derived from metagenome	t	na	NCBI isolate												
GCA_945875665.1	GCA_945875665.1_SRR17382101_bin.23_metaWRAP_v1.3_MAG_genomic	gut	50.5387744205279	98.58	0.35			317	317_2	2607028	42768	g__RGIG7179;s__RGIG7179 sp016302925	pig gut metagenome	derived from metagenome	f	na	NCBI MAG												
GCA_022770665.1	GCA_022770665.1_ASM2277066v1_genomic	gut	50.9017004585535	96.56	3.55			318	318_0	2304202	25482	g__RGIG7179;s__RGIG7179 sp022770665	feces	derived from metagenome	t	na	NCBI isolate												
GCA_023396175.1	GCA_023396175.1_ASM2339617v1_genomic	gut	39.5081594295858	98.58	0.71			319	319_1	1608936	98612	g__S5-A14a;s__S5-A14a sp900112915	feces	derived from metagenome	f	na	NCBI isolate												
GCA_900112915.1	GCA_900112915.1_IMG-taxon_2593339213_annotated_assembly_genomic	none	39.3923516938705	98.58	0.71			319	319_2	1784900	119674	g__S5-A14a;s__S5-A14a sp900112915	none	none	t	na	NCBI MAG												
GCA_022766365.1	GCA_022766365.1_ASM2276636v1_genomic	gut	40.3609192918433	95.74	0			320	320_1	1564117	60882	g__S5-A14a;s__S5-A14a sp022766365	feces	derived from metagenome	t	na	NCBI isolate												
GCA_023394715.1	GCA_023394715.1_ASM2339471v1_genomic	gut	40.2385466521774	93.62	0			320	320_1	1557012	86928	g__S5-A14a;s__S5-A14a sp022766365	feces	derived from metagenome	f	na	NCBI isolate												
GCA_000758905.1	GCA_000758905.1_04_NF_x40_HMP1635v01_genomic	vagina	38.8585070323024	96.45	0			321	321_1	1531433	137136	g__S5-A14a;s__S5-A14a sp000758905	vagina	none	t	na	NCBI MAG												
GCA_905197305.1	GCA_905197305.1_ERR414468-mag-bin.30_genomic	gut	38.7102166841543	94.33	0			321	321_2	1579211	48643	g__S5-A14a;s__S5-A14a sp000758905	human gut	derived from metagenome	f	na	NCBI MAG												
GCA_900553025.1	GCA_900553025.1_UMGS1571_genomic	gut	38.5057146196978	76.95	1.11			322	322_0	1325985	26571	g__S5-A14a;s__S5-A14a sp900553025	human gut	derived from environmental sample	t	na	NCBI MAG												
	ERS11702776.bin.r.11	oral		56.05	0.71			323	323_1	1137113	1810	g__Lentihominibacter;s__					Ancient			Velsko2022	200	Europe	The Netherlands	Homo		Human			
	ERS6205395.bin.r.13	oral		50.45	0.32			323	323_1	1097164	1777	g__Lentihominibacter;s__					Ancient			Granehall2021	1300	Europe	Italy	Homo		Human			
	ERSX0003002.bin.r.23	oral		53.53	0.86			323	323_1	1410121	4087	g__Lentihominibacter;s__					Ancient			SMH2023	700	Europe	Germany	Homo		Human			
	ERSX0003003.bin.r.50	oral		96.88	1.89			323	323_1	2396001	32703	g__Lentihominibacter;s__					Ancient			SMH2023	700	Europe	Germany	Homo		Human			
	SRS15300801.bin.r.6	oral		74.21	1.42			323	323_1	1502980	2400	g__Lentihominibacter;s__					Ancient			Honap2023	700	North America	USA	Homo		Human			
	SRS15300811.bin.r.17	oral		73.07	1.5			323	323_1	1616741	2726	g__Lentihominibacter;s__					Ancient			Honap2023	700	North America	USA	Homo		Human			
	SRS473746.bin.r.38	oral		90.78	0			323	323_1	2203257	42955	g__Lentihominibacter;s__					Ancient			Warinner2014	900	Europe	Germany	Homo		Human			
	SRS6212654.bin.r.1	oral		52.72	0.02			323	323_1	967749	1769	g__Lentihominibacter;s__					Ancient			Eisenhofer2020	230	Asia	Japan	Homo		Human			
	SRS6212663.bin.r.10	oral		83.8	1.06			323	323_1	1983706	5699	g__Lentihominibacter;s__					Ancient			Eisenhofer2020	230	Asia	Japan	Homo		Human			
	SRS4625234.bin.r.3	oral		60.21	0.71			324	324_1	965247	2888	g__Lentihominibacter;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625245.bin.r.12	oral		63.22	1.77			324	324_1	1291543	3742	g__Lentihominibacter;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	SRS4625250.bin.r.11	oral		50.92	0.11			324	324_1	857840	1885	g__Lentihominibacter;s__					Ancient			Ozga2019	100	Africa	Tanzania	Pan		Chimpanzee			
	ERS3774422.bin.r.6	oral		78.76	2.13			324	324_2	2056819	7873	g__Lentihominibacter;s__					Ancient			FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan		Chimpanzee			
GCA_015058205.1	GCA_015058205.1_ASM1505820v1_genomic	gut	48.6504964242394	91.33	0.95			325	325_0	1850301	24035	g__Lentihominibacter;s__Lentihominibacter sp015058205	feces	derived from metagenome	t	na	NCBI isolate												
GCA_017431785.1	GCA_017431785.1_ASM1743178v1_genomic	gut	48.0760930046819	89.38	4.28			326	326_0	2724508	60244	g__Lentihominibacter;s__Lentihominibacter sp017431785	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_902763505.1	GCA_902763505.1_Rumen_uncultured_genome_RUG10876_genomic	gut	48.4997558444195	95.39	0			327	327_0	2285431	113815	g__Lentihominibacter;s__Lentihominibacter sp902763505	cattle rumen	derived from metagenome	t	na	NCBI MAG												
GCA_017404365.1	GCA_017404365.1_ASM1740436v1_genomic	gut	50.6580453816881	89.72	2.5			328	328_0	1467376	18425	g__Lentihominibacter;s__Lentihominibacter sp017404365	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_902787725.1	GCA_902787725.1_Rumen_uncultured_genome_RUG13296_genomic	gut	51.0287389894378	83.75	3.19			329	329_0	1565342	11633	g__Lentihominibacter;s__Lentihominibacter sp902787725	cattle rumen	derived from metagenome	t	na	NCBI MAG												
GCA_024689085.1	GCA_024689085.1_ASM2468908v1_genomic	gut	51.9889921170882	89.24	4.37			330	330_0	1943698	20247	g__Lentihominibacter;s__Lentihominibacter sp024689085	rumen	derived from metagenome	t	na	NCBI isolate												
GCA_002310095.1	GCA_002310095.1_ASM231009v1_genomic	gut	52.3240031170634	86.02	0.71			331	331_0	1447595	76567	g__Lentihominibacter;s__Lentihominibacter sp002310095	Switch grass fiber attached community in cow rumen; 72 hour post incubation	derived from metagenome	t	na	NCBI isolate												
GCA_015058145.1	GCA_015058145.1_ASM1505814v1_genomic	gut	51.1670828499708	82.07	1.42			332	332_0	1525770	29299	g__Lentihominibacter;s__Lentihominibacter sp015058145	feces	derived from metagenome	t	na	NCBI isolate												
GCA_902786815.1	GCA_902786815.1_Rumen_uncultured_genome_RUG13204_genomic	gut	52.181653778009	84.4	0			333	333_0	2208635	104683	g__Lentihominibacter;s__Lentihominibacter sp902786815	cattle rumen	derived from metagenome	t	na	NCBI MAG												
GCA_902772685.1	GCA_902772685.1_Rumen_uncultured_genome_RUG11791_genomic	gut	49.8602528641066	80.38	2.48			334	334_0	1796459	9298	g__Lentihominibacter;s__Lentihominibacter sp902772685	cattle rumen	derived from metagenome	t	na	NCBI MAG												
GCA_017432345.1	GCA_017432345.1_ASM1743234v1_genomic	gut	52.8445913498606	88.79	0.71			335	335_0	1815832	64870	g__Lentihominibacter;s__Lentihominibacter sp017432345	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_017438285.1	GCA_017438285.1_ASM1743828v1_genomic	gut	50.3823140208834	82.34	1.46			336	336_0	1652699	34359	g__Lentihominibacter;s__Lentihominibacter sp017438285	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_902795135.1	GCA_902795135.1_Rumen_uncultured_genome_RUG14038_genomic	gut	48.3449291867679	89.76	0.71			337	337_0	2076014	92619	g__Lentihominibacter;s__Lentihominibacter sp902795135	cattle rumen	derived from metagenome	t	na	NCBI MAG												
GCA_022773945.1	GCA_022773945.1_ASM2277394v1_genomic	gut	49.4557062073547	100	1.6			338	338_0	1833293	53826	g__Lentihominibacter;s__Lentihominibacter sp022773945	feces	derived from metagenome	t	na	NCBI isolate												
GCA_017445315.1	GCA_017445315.1_ASM1744531v1_genomic	gut	43.7223759320856	75.86	0			339	339_0	1290523	68344	g__Eubacterium_B;s__Eubacterium_B sp017445315	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_902776725.1	GCA_902776725.1_Rumen_uncultured_genome_RUG12197_genomic	gut	46.5488972702039	98.82	0			340	340_0	1454052	87484	g__Eubacterium_B;s__Eubacterium_B sp902776725	cattle rumen	derived from metagenome	t	na	NCBI MAG												
GCA_017612585.1	GCA_017612585.1_ASM1761258v1_genomic	gut	45.7283406235813	90.2	1.06			341	341_0	1471372	23979	g__Eubacterium_B;s__Eubacterium_B sp017612585	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_017941085.1	GCA_017941085.1_ASM1794108v1_genomic	gut	43.1031984641576	89.48	0			342	342_0	1656420	74246	g__Eubacterium_B;s__Eubacterium_B sp017941085	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_934246895.1	GCA_934246895.1_ERR7738237_bin.65_genomic	gut	51.2838984356489	97.87	0			343	343_1	1882314	55238	g__VUNA01;s__VUNA01 sp934278925	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_934247485.1	GCA_934247485.1_ERR7738187_bin.55_genomic	gut	50.7235814975658	99.29	0			343	343_1	2111787	55382	g__VUNA01;s__VUNA01 sp934278925	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_934278925.1	GCA_934278925.1_ERR7746061_bin.374_genomic	gut	50.5375376621342	99.29	0			343	343_1	2145059	65543	g__VUNA01;s__VUNA01 sp934278925	human feces	derived from metagenome	t	na	NCBI MAG												
GCA_934256585.1	GCA_934256585.1_ERR7745854_bin.288_genomic	gut	50.7329309246924	99.29	0			344	344_1	2065065	44684	g__VUNA01;s__VUNA01 sp934234035	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_934277685.1	GCA_934277685.1_ERR7738238_bin.41_genomic	gut	50.1426473176213	90.07	0			344	344_2	1772904	64742	g__VUNA01;s__VUNA01 sp934234035	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_934234035.1	GCA_934234035.1_ERR7746048_bin.146_genomic	gut	50.8749452122804	99.29	0			344	344_3	1959837	64526	g__VUNA01;s__VUNA01 sp934234035	human feces	derived from metagenome	t	na	NCBI MAG												
GCA_016775335.1	GCA_016775335.1_ASM1677533v1_genomic	gut	51.0120574761236	97.16	0			344	344_4	2030227	114830	g__VUNA01;s__VUNA01 sp016775335	diarrhea sample from child under the age of five	derived from metagenome	t	na	NCBI isolate												
GCA_021640385.1	GCA_021640385.1_ASM2164038v1_genomic	gut	51.1447739751035	98.58	0			344	344_5	1893897	26754	g__VUNA01;s__VUNA01 sp016775335	stool	derived from metagenome	f	na	NCBI isolate												
GCA_934246525.1	GCA_934246525.1_ERR7738657_bin.323_genomic	gut	50.8538845545296	97.87	0			345	345_1	1866353	40769	g__VUNA01;s__VUNA01 sp002299625	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_934281655.1	GCA_934281655.1_ERR7738250_bin.30_genomic	gut	50.502921578024	99.29	0			345	345_2	1882202	39734	g__VUNA01;s__VUNA01 sp002299625	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_004554935.1	GCA_004554935.1_ASM455493v1_genomic	gut	51.231734126471	96.12	3.55			345	345_3	1794056	29179	g__VUNA01;s__VUNA01 sp002299625	feces day 7 after weanning	derived from metagenome	f	na	NCBI isolate												
GCA_022774615.1	GCA_022774615.1_ASM2277461v1_genomic	gut	50.6114247303702	99.29	0			345	345_3	1819439	93813	g__VUNA01;s__VUNA01 sp002299625	feces	derived from metagenome	f	na	NCBI isolate												
GCA_945827555.1	GCA_945827555.1_SRR5240748_bin.7_metaWRAP_v1.3_MAG_genomic	gut	50.5471979481898	99.29	0			345	345_3	1852803	25052	g__VUNA01;s__VUNA01 sp002299625	pig gut metagenome	derived from metagenome	f	na	NCBI MAG												
GCA_945868285.1	GCA_945868285.1_ERR1855546_bin.3_metaWRAP_v1.3_MAG_genomic	gut	50.8022923436727	99.29	0			345	345_3	1789435	24845	g__VUNA01;s__VUNA01 sp002299625	pig gut metagenome	derived from metagenome	f	na	NCBI MAG												
GCF_009695905.1	GCF_009695905.1_ASM969590v1_genomic	gut	50.0173998365632	99.29	0			345	345_3	2054617	101405	g__VUNA01;s__VUNA01 sp002299625	feces	none	t	representative genome	NCBI isolate												
GCA_002299625.1	GCA_002299625.1_ASM229962v1_genomic	gut	50.8471373426466	89.65	0.24			345	345_4	1473857	10166	g__VUNA01;s__VUNA01 sp002299625	gut of vertebrate mammal	derived from metagenome	f	na	NCBI isolate												
GCA_023453965.1	GCA_023453965.1_ASM2345396v1_genomic	gut	51.0002264013505	53.45	0			345	345_5	812716	5282	g__VUNA01;s__VUNA01 sp002299625	feces	derived from metagenome	f	na	NCBI isolate												
GCA_900538685.1	GCA_900538685.1_UMGS46_genomic	gut	50.6789225507902	99.29	0			345	345_6	1821710	54010	g__VUNA01;s__VUNA01 sp002299625	human gut	derived from environmental sample	f	na	NCBI MAG												
GCA_905208805.1	GCA_905208805.1_ERR1600558-mag-bin.1_genomic	gut	50.8121168630773	99.29	0			345	345_7	1761446	36482	g__VUNA01;s__VUNA01 sp002299625	human gut	derived from metagenome	f	na	NCBI MAG												
GCA_934276925.1	GCA_934276925.1_ERR7738529_bin.107_genomic	gut	50.7301636477149	99.29	0			345	345_8	1910873	80495	g__VUNA01;s__VUNA01 sp002299625	human feces	derived from metagenome	f	na	NCBI MAG												
GCA_016939055.1	GCA_016939055.1_ASM1693905v1_genomic	gut	50.6167481945293	99.29	1.24			345	345_9	2032434	32765	g__VUNA01;s__VUNA01 sp002299625	diarrhea sample from child under the age of five	derived from metagenome	f	na	NCBI isolate												
	CMC012.B.bin.r.78	oral		85.42	2.74			346	346_1	1243998	5063	g__Eubacterium_B;s__Eubacterium_B infirmum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	ERS12516970.bin.r.36	oral		91.65	0.71			346	346_10	1473794	20505	g__Eubacterium_B;s__Eubacterium_B infirmum					Modern			Pedro2022	7	Oceania	Papua New Guinea	Homo		Human			
GCA_019416205.1	GCA_019416205.1_ASM1941620v1_genomic	gut	41.7943995008	80.91	0.02			346	346_11	1264423	5645	g__Eubacterium_B;s__Eubacterium_B infirmum	feces	derived from metagenome	f	na	NCBI isolate												
	CMC027.B.bin.r.17	oral		89.95	0.59			346	346_2	1366076	9909	g__Eubacterium_B;s__Eubacterium_B infirmum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC018.B.bin.r.61	oral		90.87	1.06			346	346_3	1412232	9151	g__Eubacterium_B;s__Eubacterium_B infirmum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
GCA_000242675.1	GCA_000242675.1_Euba_infi_F0142_V1_genomic	oral	40.1034394593497	100	0			346	346_4	1910927	1413062	g__Eubacterium_B;s__Eubacterium_B infirmum	periodontal pocket	none	f	na	NCBI MAG												
	SEQF1695.1	oral		100	0			346	346_4	1910927	1413062	g__Eubacterium_B;s__Eubacterium_B infirmum					HOMD			HOMD	7	North America	USA	Homo		Human			
	CMC021.B.bin.r.69	oral		74.59	1.06			346	346_5	967467	5183	g__Eubacterium_B;s__Eubacterium_B infirmum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC034.B.bin.r.80	oral		63.12	0.02			346	346_6	864666	2659	g__Eubacterium_B;s__Eubacterium_B infirmum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	CMC045.B.bin.r.74	oral		71.99	0.71			346	346_7	1041792	16807	g__Eubacterium_B;s__Eubacterium_B infirmum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
GCA_900450455.1	GCA_900450455.1_52683_A04_genomic	none	40.1783958531616	100	0.71			346	346_8	1906995	1537028	g__Eubacterium_B;s__Eubacterium_B infirmum	none	none	t	na	NCBI MAG												
	CMC016.B.bin.r.60	oral		80.08	0			346	346_9	1244899	8891	g__Eubacterium_B;s__Eubacterium_B infirmum					CMC			Velsko2023	7	Africa	Cameroon	Homo		Human			
	HMP_2012__SRS022719__bin.13	oral		97.92109929	1.773049645			347	347_1	1624431	14478	g__Eubacterium_B;s__					Modern			HMP_2012	7	North America	USA	Homo		Human			
	HMP_2012__SRS044662__bin.20	oral		97.16312057	0.709219858			347	347_1	1565401	44713	g__Eubacterium_B;s__					Modern			HMP_2012	7	North America	USA	Homo		Human			
