genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
ERS11702770.bin.r.2.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702772.bin.r.6.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702780.bin.r.12.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702792.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702793.bin.r.3.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702799.bin.r.3.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702800.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702802.bin.r.3.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702804.bin.r.3.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702808.bin.r.2.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702809.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702814.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985743.bin.r.4.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985744.bin.r.4.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985748.bin.r.9.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985749.bin.r.2.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985751.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985760.bin.r.2.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985761.bin.r.4.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985763.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985766.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985770.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985775.bin.r.13.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985777.bin.r.3.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985780.bin.r.4.fa,201_3,0.010000000000000009,average,ANImf,201
ERS2985784.bin.r.4.fa,201_3,0.010000000000000009,average,ANImf,201
ERS3395773.bin.r.36.fa,201_3,0.010000000000000009,average,ANImf,201
ERS3636092.bin.r.4.fa,201_3,0.010000000000000009,average,ANImf,201
ERS4042406.bin.r.5.fa,201_3,0.010000000000000009,average,ANImf,201
ERS4042427.bin.r.13.fa,201_3,0.010000000000000009,average,ANImf,201
ERS6205387.bin.r.2.fa,201_3,0.010000000000000009,average,ANImf,201
ERS6205391.bin.r.7.fa,201_3,0.010000000000000009,average,ANImf,201
ERS6205395.bin.r.4.fa,201_3,0.010000000000000009,average,ANImf,201
ERS6205397.bin.r.5.fa,201_3,0.010000000000000009,average,ANImf,201
ERS6205398.bin.r.7.fa,201_3,0.010000000000000009,average,ANImf,201
ERS6205399.bin.r.12.fa,201_3,0.010000000000000009,average,ANImf,201
ERS6256688.bin.r.9.fa,201_3,0.010000000000000009,average,ANImf,201
ERS6256699.bin.r.11.fa,201_3,0.010000000000000009,average,ANImf,201
ERSX0002001.bin.r.37.fa,201_3,0.010000000000000009,average,ANImf,201
SRS15300801.bin.r.9.fa,201_3,0.010000000000000009,average,ANImf,201
SRS15300811.bin.r.5.fa,201_3,0.010000000000000009,average,ANImf,201
SRS4625245.bin.r.14.fa,201_3,0.010000000000000009,average,ANImf,201
SRS473746.bin.r.30.fa,201_3,0.010000000000000009,average,ANImf,201
SRS6212649.bin.r.4.fa,201_3,0.010000000000000009,average,ANImf,201
SRS6212652.bin.r.5.fa,201_3,0.010000000000000009,average,ANImf,201
SRS6212654.bin.r.3.fa,201_3,0.010000000000000009,average,ANImf,201
SRS6212655.bin.r.3.fa,201_3,0.010000000000000009,average,ANImf,201
SRS6212660.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
SRS6212663.bin.r.9.fa,201_3,0.010000000000000009,average,ANImf,201
SRS7967572.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
SRS7967575.bin.r.1.fa,201_3,0.010000000000000009,average,ANImf,201
ERS11702734.bin.r.2.fa,202_0,0.010000000000000009,average,ANImf,202
GCA_003343965.1_ASM334396v1_genomic.fna,203_1,0.010000000000000009,average,ANImf,203
GCA_944383465.1_E07_bin309_genomic.fna,203_1,0.010000000000000009,average,ANImf,203
GCA_022793975.1_ASM2279397v1_genomic.fna,204_0,0.010000000000000009,average,ANImf,204
GCA_944386585.1_E03_bin131_genomic.fna,205_0,0.010000000000000009,average,ANImf,205
GCA_900545775.1_UMGS812_genomic.fna,206_1,0.010000000000000009,average,ANImf,206
GCA_900760265.1_SRS014923_17_genomic.fna,206_1,0.010000000000000009,average,ANImf,206
GCA_905202695.1_ERR1600538-mag-bin.22_genomic.fna,206_1,0.010000000000000009,average,ANImf,206
GCF_014385065.1_ASM1438506v1_genomic.fna,206_1,0.010000000000000009,average,ANImf,206
GCA_910585135.1_MGBC123563_genomic.fna,207_0,0.010000000000000009,average,ANImf,207
GCA_017538125.1_ASM1753812v1_genomic.fna,208_0,0.010000000000000009,average,ANImf,208
GCA_017538845.1_ASM1753884v1_genomic.fna,209_0,0.010000000000000009,average,ANImf,209
GCA_945873875.1_SRR17382100_bin.10_metaWRAP_v1.3_MAG_genomic.fna,210_0,0.010000000000000009,average,ANImf,210
CMC001.B.bin.r.58.fa,211_1,0.010000000000000009,average,ANImf,211
CMC010.B.bin.r.43.fa,211_1,0.010000000000000009,average,ANImf,211
CMC017.B.bin.r.90.fa,211_1,0.010000000000000009,average,ANImf,211
CMC018.B.bin.r.71.fa,211_1,0.010000000000000009,average,ANImf,211
CMC022.B.bin.r.112.fa,211_1,0.010000000000000009,average,ANImf,211
CMC023.A.bin.r.36.fa,211_1,0.010000000000000009,average,ANImf,211
CMC024.B.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
CMC025.B.bin.r.89.fa,211_1,0.010000000000000009,average,ANImf,211
CMC026.B.bin.r.75.fa,211_1,0.010000000000000009,average,ANImf,211
CMC035.B.bin.r.73.fa,211_1,0.010000000000000009,average,ANImf,211
CMC038.A.bin.r.94.fa,211_1,0.010000000000000009,average,ANImf,211
CMC038.B.bin.r.113.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702722.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702723.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702724.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702727.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702728.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702729.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702731.bin.r.10.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702732.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702738.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702741.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702742.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702745.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702746.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702747.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702748.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702749.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702750.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702751.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702752.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702754.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702757.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702758.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702760.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702762.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702763.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702764.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702766.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702767.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702768.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702769.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702770.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702771.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702772.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702774.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702775.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702776.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702777.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702779.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702780.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702781.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702782.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702783.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702784.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702789.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702790.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702792.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702793.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702795.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702798.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702799.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702800.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702801.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702802.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702803.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702805.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702806.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702808.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702809.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702810.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702812.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS11702814.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985743.bin.r.17.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985744.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985746.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985748.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985749.bin.r.10.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985750.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985751.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985756.bin.r.9.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985759.bin.r.9.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985761.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985763.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985764.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985766.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985769.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985770.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985771.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985773.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985774.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985775.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985776.bin.r.12.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985777.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985779.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985780.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS2985784.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3395767.bin.r.9.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3636092.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774416.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774418.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774422.bin.r.21.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774458.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774460.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774463.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774465.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774468.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774474.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774475.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774477.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774478.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774482.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3774484.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS3887047.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS4042406.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS4042423.bin.r.10.fa,211_1,0.010000000000000009,average,ANImf,211
ERS4042427.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS4042431.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS4042435.bin.r.12.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205385.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205386.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205387.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205388.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205390.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205391.bin.r.9.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205392.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205394.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205395.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205396.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205397.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205398.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205399.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205401.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6205402.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256686.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256687.bin.r.19.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256688.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256689.bin.r.10.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256692.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256693.bin.r.15.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256694.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256698.bin.r.9.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256699.bin.r.19.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256700.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256701.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256702.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256703.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256704.bin.r.18.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256705.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256706.bin.r.10.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256708.bin.r.14.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256711.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256712.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256713.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256714.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256716.bin.r.10.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256717.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256718.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256719.bin.r.10.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256721.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256724.bin.r.9.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256726.bin.r.12.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6256727.bin.r.9.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6636085.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6636090.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6636099.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERS6636154.bin.r.10.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0002001.bin.r.19.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0003001.bin.r.16.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0003002.bin.r.10.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0003003.bin.r.18.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004017.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004019.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004021.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004030.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004033.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004050.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004057.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004058.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004059.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004066.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004077.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004078.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004082.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004083.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004084.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004085.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004087.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004102.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0004103.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
ERSX0005001.bin.r.34.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653536.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653539.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653551.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653582.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653583.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653584.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653589.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653590.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653591.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653593.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653594.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653597.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS11653610.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300787.bin.r.20.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300788.bin.r.9.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300790.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300793.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300794.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300795.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300800.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300801.bin.r.19.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300802.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300805.bin.r.7.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300807.bin.r.18.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300808.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS15300811.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078087.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078091.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078097.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078111.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078126.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078131.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078139.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078155.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078156.bin.r.9.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078158.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078160.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078163.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078175.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078181.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078183.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078192.bin.r.5.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078195.bin.r.11.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078197.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078198.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078200.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078201.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
SRS3078204.bin.r.31.fa,211_1,0.010000000000000009,average,ANImf,211
SRS4625244.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
SRS4625245.bin.r.10.fa,211_1,0.010000000000000009,average,ANImf,211
SRS4625248.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS473742.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS473746.bin.r.29.fa,211_1,0.010000000000000009,average,ANImf,211
SRS6212649.bin.r.11.fa,211_1,0.010000000000000009,average,ANImf,211
SRS6212650.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS6212651.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
SRS6212652.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
SRS6212654.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS6212655.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
SRS6212656.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
SRS6212658.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
SRS6212660.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
SRS6212661.bin.r.1.fa,211_1,0.010000000000000009,average,ANImf,211
SRS6212663.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS7212788.bin.r.6.fa,211_1,0.010000000000000009,average,ANImf,211
SRS7212792.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
SRS7212798.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS7212800.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
SRS7212801.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS7212802.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
SRS7890498.bin.r.2.fa,211_1,0.010000000000000009,average,ANImf,211
SRS7967575.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
SRS7967576.bin.r.4.fa,211_1,0.010000000000000009,average,ANImf,211
SRS9263818.bin.r.3.fa,211_1,0.010000000000000009,average,ANImf,211
SRS9263822.bin.r.8.fa,211_1,0.010000000000000009,average,ANImf,211
GCA_022763735.1_ASM2276373v1_genomic.fna,212_1,0.010000000000000009,average,ANImf,212
GCA_945829275.1_SRR5240748_bin.34_metaWRAP_v1.3_MAG_genomic.fna,212_1,0.010000000000000009,average,ANImf,212
GCA_945877925.1_ERR1855546_bin.39_metaWRAP_v1.3_MAG_genomic.fna,212_1,0.010000000000000009,average,ANImf,212
GCA_017416795.1_ASM1741679v1_genomic.fna,213_1,0.010000000000000009,average,ANImf,213
GCA_017517185.1_ASM1751718v1_genomic.fna,213_2,0.010000000000000009,average,ANImf,213
GCA_017936025.1_ASM1793602v1_genomic.fna,214_0,0.010000000000000009,average,ANImf,214
GCA_945828505.1_SRR5240728_bin.13_metaWRAP_v1.3_MAG_genomic.fna,215_1,0.010000000000000009,average,ANImf,215
GCA_945875095.1_ERR1855535_bin.15_metaWRAP_v1.3_MAG_genomic.fna,215_1,0.010000000000000009,average,ANImf,215
GCA_022775805.1_ASM2277580v1_genomic.fna,215_2,0.010000000000000009,average,ANImf,215
GCA_022784255.1_ASM2278425v1_genomic.fna,215_3,0.010000000000000009,average,ANImf,215
GCA_024403155.1_ASM2440315v1_genomic.fna,216_0,0.010000000000000009,average,ANImf,216
GCA_024403185.1_ASM2440318v1_genomic.fna,217_0,0.010000000000000009,average,ANImf,217
GCA_900066305.1_13414_6_60_genomic.fna,218_1,0.010000000000000009,average,ANImf,218
GCA_902362435.1_MGYG-HGUT-00040_genomic.fna,218_1,0.010000000000000009,average,ANImf,218
GCA_022770465.1_ASM2277046v1_genomic.fna,218_2,0.010000000000000009,average,ANImf,218
GCA_905196925.1_ERR1600554-mag-bin.53_genomic.fna,218_2,0.010000000000000009,average,ANImf,218
GCA_934255375.1_ERR7738561_bin.41_genomic.fna,218_3,0.010000000000000009,average,ANImf,218
