Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_559_length_9321_cov_5.94507	NODE_559_length_9321_cov_5.94507@1	1043	2029	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[3]	['7.60e-34']	[0.553]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_225_length_18890_cov_6.01067	NODE_225_length_18890_cov_6.01067@1	17937	18867	False	20%		III-A	5	['Csm2gr11_2_CAS-III-A', 'Csx16_2_CAS-I-III']	[18, 19]	['6.20e-04', '9.80e-03']	[0.518, 0.746]	[0.627, 0.444]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_150_length_25212_cov_6.1943	NODE_150_length_25212_cov_6.1943@1	16943	17233	False	0%		III-A	1	['Csx1_5_CAS-III']	[19]	['2.70e-03']	[0.515]	[0.409]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_2280_length_2836_cov_5.22905	NODE_2280_length_2836_cov_5.22905@1	998	1402	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[2]	['2.20e-04']	[0.615]	[0.376]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_1147_length_5113_cov_7.03895	NODE_1147_length_5113_cov_7.03895@1	295	1398	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['8.80e-07']	[0.416]	[0.542]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_200_length_20338_cov_6.84539	NODE_200_length_20338_cov_6.84539@2	15366	16109	False	0%		III-A	1	['AbiEii_0_CAS-III']	[19]	['3.20e-04']	[0.597]	[0.518]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_934_length_6120_cov_6.91707	NODE_934_length_6120_cov_6.91707@1	2071	2439	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[5]	['6.30e-21']	[0.675]	[0.78]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_441_length_11443_cov_7.00184	NODE_441_length_11443_cov_7.00184@1	3002	3208	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[6]	['2.20e-03']	[0.87]	[0.366]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_513_length_10020_cov_6.14691	NODE_513_length_10020_cov_6.14691@1	7656	8102	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[10]	['3.90e-04']	[0.617]	[0.434]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_439_length_11493_cov_5.23125	NODE_439_length_11493_cov_5.23125@1	7941	8828	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[8]	['2.80e-05']	[0.456]	[0.376]		-1	buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_365_length_13341_cov_6.3238	NODE_365_length_13341_cov_6.3238@1	8479	9222	False	0%		III-A	1	['AbiEii_0_CAS-III']	[9]	['5.50e-05']	[0.456]	[0.377]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_255_length_17753_cov_6.88196	NODE_255_length_17753_cov_6.88196@1	727	1161	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['2.90e-03']	[0.366]	[0.441]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_64_length_43971_cov_5.77391	NODE_64_length_43971_cov_5.77391@1	39882	40214	False	0%		III-D	1	['Mem_02_0_CAS-III-D']	[29]	['7.10e-05']	[0.757]	[0.322]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_1664_length_3725_cov_5.88147	NODE_1664_length_3725_cov_5.88147@1	2275	3723	False	20%		IV-D	4	['RecD_0_IVD']	[4]	['6.10e-36']	[0.886]	[0.573]	1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_1158_length_5083_cov_6.14539	NODE_1158_length_5083_cov_6.14539@1	4672	5016	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[5]	['6.10e-05']	[0.583]	[0.559]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_3953_length_1653_cov_3.85544	NODE_3953_length_1653_cov_3.85544@1	69	503	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[1]	['1.50e-04']	[0.441]	[0.602]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_667_length_8109_cov_4.25639	NODE_667_length_8109_cov_4.25639@1	2094	2318	False	17%		III-B	2	['Cmr1gr7_6_CAS-III-B-III-C']	[7]	['6.70e-04']	[0.693]	[0.617]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.16	putative
NODE_187_length_22438_cov_12.2177	NODE_187_length_22438_cov_12.2177@1	12821	15948	False	0%		III-A	1	['Csa3_1_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']	[14, 17]	['1.40e-22', '3.40e-07']	[0.674, 0.425]	[0.814, 0.356]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_5_length_166436_cov_11.5197	NODE_5_length_166436_cov_11.5197@2	84613	84999	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[84]	['4.70e-03']	[0.512]	[0.449]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_87_length_36230_cov_11.9402	NODE_87_length_36230_cov_11.9402@1	3204	9796	False	20%		IV-D	4	['RecD_0_IVD', 'Cas3HD_0_CAS-I', 'AbiEii_0_CAS-III']	[5, 7, 11]	['6.10e-78', '1.70e-04', '3.70e-09']	[0.759, 0.413, 0.488]	[0.75, 0.478, 0.398]	1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_290_length_16434_cov_14.1867	NODE_290_length_16434_cov_14.1867@1	6829	7521	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[7]	['1.40e-04']	[0.325]	[0.374]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_156_length_24166_cov_15.3958	NODE_156_length_24166_cov_15.3958@1	7487	8347	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['2.40e-03']	[0.334]	[0.32]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_361_length_13617_cov_11.854	NODE_361_length_13617_cov_11.854@1	620	1603	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2]	['1.60e-15']	[0.463]	[0.925]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_29_length_66501_cov_12.7177	NODE_29_length_66501_cov_12.7177@1	52393	53049	False	0%		III-A	1	['AbiEii_0_CAS-III']	[47]	['5.40e-05']	[0.457]	[0.335]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_34_length_64318_cov_12.4442	NODE_34_length_64318_cov_12.4442@1	27066	27776	False	0%		III-A	1	['AbiEii_0_CAS-III']	[27]	['1.70e-05']	[0.574]	[0.465]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_286_length_16616_cov_12.9583	NODE_286_length_16616_cov_12.9583@1	12383	12901	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[15]	['3.40e-04']	[0.41]	[0.335]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_85_length_37405_cov_11.965	NODE_85_length_37405_cov_11.965@1	843	1403	False	14%	0%	I-A	4	['Cas5_0_CAS-I-A']	[3]	['6.60e-03']	[0.487]	[0.419]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_833_length_6718_cov_14.7112	NODE_833_length_6718_cov_14.7112@1	607	1374	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['7.90e-05']	[0.469]	[0.415]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_168_length_23545_cov_12.8161	NODE_168_length_23545_cov_12.8161@1	17314	19329	False	0%		III-A	1	['AbiEii_0_CAS-III']	[13]	['1.00e-07']	[0.369]	[0.761]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_175_length_23023_cov_13.098	NODE_175_length_23023_cov_13.098@2	15752	16081	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[19]	['4.90e-06']	[0.655]	[0.348]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_375_length_13021_cov_14.425	NODE_375_length_13021_cov_14.425@1	11142	11603	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[7]	['4.10e-10']	[0.76]	[0.763]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_334_length_14561_cov_16.4295	NODE_334_length_14561_cov_16.4295@1	2334	3881	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[3]	['2.00e-09']	[0.583]	[0.909]	1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_250_length_17808_cov_12.6299	NODE_250_length_17808_cov_12.6299@1	415	759	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[1]	['2.50e-16']	[0.739]	[0.737]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_85_length_37405_cov_11.965	NODE_85_length_37405_cov_11.965@2	12837	15020	False	14%	0%	I-A	1	['Cas3_0_I']	[16]	['2.20e-05']	[0.317]	[0.642]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_15_length_87755_cov_13.4819	NODE_15_length_87755_cov_13.4819@1	36653	37753	False	0%		III-A	1	['AbiEii_0_CAS-III']	[33]	['1.50e-06']	[0.305]	[0.384]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_941_length_6067_cov_12.5838	NODE_941_length_6067_cov_12.5838@1	3682	3969	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[4]	['1.10e-05']	[0.625]	[0.534]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_707_length_7811_cov_11.4393	NODE_707_length_7811_cov_11.4393@1	5440	7482	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[5]	['5.50e-11']	[0.344]	[0.649]	1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_175_length_23023_cov_13.098	NODE_175_length_23023_cov_13.098@1	12354	12983	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[14]	['6.70e-28']	[0.738]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_427_length_11751_cov_13.5973	NODE_427_length_11751_cov_13.5973@1	7570	8517	False	0%		III-B	1	['htpX_0_CAS-III-B']	[10]	['2.70e-09']	[0.658]	[0.679]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_303_length_15690_cov_13.4973	NODE_303_length_15690_cov_13.4973@1	2612	3337	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[3]	['1.10e-03']	[0.368]	[0.414]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_5_length_166436_cov_11.5197	NODE_5_length_166436_cov_11.5197@3	143887	144630	False	0%		III-A	1	['AbiEii_0_CAS-III']	[139]	['4.70e-05']	[0.73]	[0.606]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_5_length_166436_cov_11.5197	NODE_5_length_166436_cov_11.5197@1	10511	11386	False	0%		III-B	1	['htpX_0_CAS-III-B']	[11]	['1.20e-13']	[0.634]	[0.539]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_86_length_37354_cov_13.1407	NODE_86_length_37354_cov_13.1407@1	17821	18228	False	0%		III-B	1	['Unk_03_0_CAS-III-B']	[17]	['1.70e-03']	[0.544]	[0.398]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_139_length_27173_cov_13.8576	NODE_139_length_27173_cov_13.8576@1	18472	19500	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[16]	['8.90e-32']	[0.554]	[0.983]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_34_length_64318_cov_12.4442	NODE_34_length_64318_cov_12.4442@2	31729	33648	False	0%		III-A	1	['AbiEii_0_CAS-III']	[32]	['1.70e-11']	[0.302]	[0.56]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_515_length_9969_cov_12.1952	NODE_515_length_9969_cov_12.1952@1	1038	1811	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.20e-08']	[0.492]	[0.43]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_146_length_25658_cov_13.1014	NODE_146_length_25658_cov_13.1014@1	7268	8314	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['1.30e-06']	[0.347]	[0.408]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_361_length_13617_cov_11.854	NODE_361_length_13617_cov_11.854@2	6499	7296	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['6.50e-04']	[0.417]	[0.387]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_129_length_28628_cov_14.1105	NODE_129_length_28628_cov_14.1105@1	20438	21994	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[19]	['3.70e-06']	[0.328]	[0.398]		1	buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_520_length_9873_cov_12.5361	NODE_520_length_9873_cov_12.5361@1	200	961	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.70e-06']	[0.453]	[0.415]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_936_length_6089_cov_13.845	NODE_936_length_6089_cov_13.845@1	3527	5132	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[4, 5]	['2.40e-07', '1.10e-05']	[0.526, 0.577]	[0.458, 0.528]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.2	putative
NODE_3033_length_2145_cov_4.06172	NODE_3033_length_2145_cov_4.06172@1	522	1220	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.50e-03']	[0.399]	[0.313]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_1164_length_5067_cov_5.06026	NODE_1164_length_5067_cov_5.06026@1	982	2025	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[2]	['5.50e-03']	[0.339]	[0.546]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_2869_length_2263_cov_4.79891	NODE_2869_length_2263_cov_4.79891@1	808	2263	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI', 'WYL_0_CAS-I-II-III-IV-V-VI']	[2, 3]	['8.70e-27', '3.90e-13']	[0.836, 0.955]	[0.875, 0.527]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_1313_length_4556_cov_5.90447	NODE_1313_length_4556_cov_5.90447@1	1793	2668	False	0%		III-B	1	['htpX_0_CAS-III-B']	[2]	['5.70e-12']	[0.647]	[0.554]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_2023_length_3136_cov_3.47777	NODE_2023_length_3136_cov_3.47777@1	1690	3135	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['5.00e-05']	[0.305]	[0.496]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_2737_length_2373_cov_5.07852	NODE_2737_length_2373_cov_5.07852@1	308	1033	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.00e-06']	[0.409]	[0.338]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_2817_length_2312_cov_6.14754	NODE_2817_length_2312_cov_6.14754@1	23	595	False	0%		III-B	1	['NYN_0_CAS-III-B']	[1]	['1.00e-08']	[0.508]	[0.322]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_3192_length_2047_cov_4.61446	NODE_3192_length_2047_cov_4.61446@1	1	360	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[1]	['9.50e-06']	[0.9]	[0.715]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_3493_length_1861_cov_4.25803	NODE_3493_length_1861_cov_4.25803@1	688	1860	False	17%		III-D	4	['Csm3_0_IIID']	[2]	['7.60e-06']	[0.471]	[0.893]	1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_500_length_10155_cov_4.29644	NODE_500_length_10155_cov_4.29644@1	8296	9159	False	0%	33%	I-A	1	['Cas4_0_I-II']	[9]	['5.30e-14']	[0.576]	[0.9]		1	buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_3854_length_1696_cov_5.89092	NODE_3854_length_1696_cov_5.89092@1	1	969	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[1]	['8.10e-03']	[0.31]	[0.349]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_3032_length_2146_cov_5.34481	NODE_3032_length_2146_cov_5.34481@1	624	1418	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.40e-06']	[0.358]	[0.327]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_1244_length_4781_cov_3.70842	NODE_1244_length_4781_cov_3.70842@1	3185	4780	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[6]	['7.30e-45']	[0.331]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_1820_length_3432_cov_6.7942	NODE_1820_length_3432_cov_6.7942@1	2338	2826	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[3]	['4.40e-04']	[0.509]	[0.517]	1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_1169_length_5052_cov_8.19872	NODE_1169_length_5052_cov_8.19872@1	1673	2452	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['3.80e-10']	[0.569]	[0.5]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_1021_length_5610_cov_5.32223	NODE_1021_length_5610_cov_5.32223@1	2000	2737	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['7.70e-04']	[0.382]	[0.331]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_2279_length_2836_cov_5.73858	NODE_2279_length_2836_cov_5.73858@1	2168	2506	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[3]	['6.70e-14']	[0.699]	[0.746]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_1113_length_5257_cov_7.11669	NODE_1113_length_5257_cov_7.11669@1	3469	4269	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.90e-08']	[0.412]	[0.37]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_4013_length_1629_cov_4.73761	NODE_4013_length_1629_cov_4.73761@1	786	1628	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.80e-06']	[0.335]	[0.317]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_3221_length_2032_cov_4.95448	NODE_3221_length_2032_cov_4.95448@1	1	492	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['1.90e-12']	[0.97]	[0.956]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_2411_length_2694_cov_3.6582	NODE_2411_length_2694_cov_3.6582@1	1443	2693	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['4.80e-04']	[0.309]	[0.451]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_2578_length_2532_cov_4.1958	NODE_2578_length_2532_cov_4.1958@1	1529	2317	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.90e-06']	[0.361]	[0.317]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_852_length_6612_cov_5.46561	NODE_852_length_6612_cov_5.46561@1	589	1344	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.00e-08']	[0.373]	[0.324]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_1743_length_3556_cov_5.33248	NODE_1743_length_3556_cov_5.33248@1	883	1560	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.20e-04']	[0.46]	[0.366]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_1138_length_5158_cov_4.59671	NODE_1138_length_5158_cov_4.59671@1	4153	5157	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['1.60e-05']	[0.355]	[0.327]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_2631_length_2471_cov_4.62707	NODE_2631_length_2471_cov_4.62707@1	1	1584	False	20%	0%	I-D	4	['Cas3_1_CAS-I-D']	[1]	['1.50e-05']	[0.322]	[0.439]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_3006_length_2161_cov_6.55698	NODE_3006_length_2161_cov_6.55698@1	1265	2161	False	20%	0%	I-D	4	['Cas3_1_CAS-I-D']	[4]	['2.90e-09']	[0.666]	[0.527]	1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_1590_length_3862_cov_4.26136	NODE_1590_length_3862_cov_4.26136@1	523	1284	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['1.70e-04']	[0.394]	[0.327]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_3271_length_1999_cov_4.72942	NODE_3271_length_1999_cov_4.72942@1	757	1509	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2]	['7.00e-28']	[0.705]	[0.981]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_2219_length_2908_cov_5.05363	NODE_2219_length_2908_cov_5.05363@1	966	1832	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.50e-03']	[0.412]	[0.415]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_3640_length_1793_cov_3.29632	NODE_3640_length_1793_cov_3.29632@1	253	1791	False	20%	0%	I-D	4	['Cas3_0_ID']	[2]	['1.00e-05']	[0.337]	[0.44]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.3	putative
NODE_11_length_101277_cov_22.2887	NODE_11_length_101277_cov_22.2887@1	11047	11817	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[13]	['8.20e-38']	[0.607]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_30_length_66407_cov_23.2447	NODE_30_length_66407_cov_23.2447@1	65486	66016	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[66]	['8.20e-30']	[0.881]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_1_length_260355_cov_21.7232	NODE_1_length_260355_cov_21.7232@1	61028	63112	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[51]	['2.20e-05']	[0.304]	[0.603]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_12_length_98610_cov_22.318	NODE_12_length_98610_cov_22.318@1	3523	4185	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['7.10e-05']	[0.489]	[0.359]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_148_length_25340_cov_22.2787	NODE_148_length_25340_cov_22.2787@2	12470	14350	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['8.20e-05']	[0.33]	[0.37]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_1_length_260355_cov_21.7232	NODE_1_length_260355_cov_21.7232@2	122342	123343	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[97]	['3.70e-30']	[0.521]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_84_length_37949_cov_24.7653	NODE_84_length_37949_cov_24.7653@1	5853	6395	False	14%	0%	I-A	1	['Cas3_1_I']	[7]	['8.90e-03']	[0.387]	[0.444]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_48_length_52168_cov_23.8422	NODE_48_length_52168_cov_23.8422@1	28191	29084	False	25%		V-K	1	['TnsC_0_V-K']	[32]	['2.40e-09']	[0.366]	[0.385]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_460_length_11087_cov_23.3495	NODE_460_length_11087_cov_23.3495@1	601	2241	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['1.30e-07']	[0.377]	[0.602]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_204_length_20187_cov_22.6891	NODE_204_length_20187_cov_22.6891@1	2349	4169	False	14%	0%	I-A	1	['Cas3_0_I']	[5]	['1.40e-06']	[0.313]	[0.545]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_770_length_7125_cov_23.9631	NODE_770_length_7125_cov_23.9631@1	1312	2694	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['1.90e-08']	[0.657]	[0.912]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_71_length_41407_cov_23.3925	NODE_71_length_41407_cov_23.3925@1	17153	17407	False	17%	0%	I-E	4	['Cse2gr11_7_CAS-I-E']	[12]	['2.80e-03']	[0.6]	[0.361]	1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_267_length_17202_cov_22.3373	NODE_267_length_17202_cov_22.3373@1	16372	17151	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[12]	['1.70e-14']	[0.6]	[0.838]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_148_length_25340_cov_22.2787	NODE_148_length_25340_cov_22.2787@1	3159	3914	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['2.00e-04']	[0.552]	[0.454]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.4	putative
NODE_3588_length_1814_cov_2.49972	NODE_3588_length_1814_cov_2.49972@1	1	450	False	0%	33%	I-A	1	['Cas4_0_I-II']	[1]	['3.30e-18']	[0.92]	[0.772]		1	buccal_mucosa	industrial	HMP_2012__SRS050029__bin.6	putative
NODE_2208_length_2930_cov_3.90574	NODE_2208_length_2930_cov_3.90574@1	379	801	False	17%	0%	I-E	4	['Cse2gr11_5_CAS-I-E']	[2]	['2.90e-04']	[0.645]	[0.452]	-1		buccal_mucosa	industrial	HMP_2012__SRS050029__bin.6	putative
NODE_1331_length_4499_cov_4.16202	NODE_1331_length_4499_cov_4.16202@1	3	563	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['8.20e-04']	[0.476]	[0.335]			buccal_mucosa	industrial	HMP_2012__SRS050029__bin.6	putative
