genome1,genome2,dist,similarity
ERS6205391-megahit_008.fna,ERS11702766-megahit_002.fna,0.18226898,0.817731
GCA_902772665.1_Rumen_uncultured_genome_RUG11794_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCA_015063015.1_ASM1506301v1_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_017473945.1_ASM1747394v1_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
SRS15300805-megahit_015.fna,ERS11702766-megahit_002.fna,0.023376226,0.9766238
ERS2985780-megahit_001.fna,ERS11702766-megahit_002.fna,0.021223426,0.9787766
ERSX0004083-megahit_001.fna,ERS11702766-megahit_002.fna,0.02184987,0.9781501
ERS11702746-megahit_001.fna,ERS11702766-megahit_002.fna,0.0201478,0.9798522
GCF_000151225.1_ASM15122v1_genomic.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
GCA_902798025.1_Rumen_uncultured_genome_RUG14331_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERS4042423-megahit_017.fna,ERS11702766-megahit_002.fna,0.20360398,0.796396
SRS6212656-megahit_002.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERS3636092-megahit_003.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_905213915.1_SRR5580226-mag-bin.17_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERSX0004078-megahit_004.fna,ERS11702766-megahit_002.fna,0.19729197,0.802708
GCA_015063005.1_ASM1506300v1_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERS2985746-megahit_002.fna,ERS11702766-megahit_002.fna,0.19173098,0.808269
ERS11702760-megahit_001.fna,ERS11702766-megahit_002.fna,0.024683118,0.9753169
GCF_000320505.1_ASM32050v2_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
GCF_000016525.1_ASM1652v1_genomic.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERS6205403-megahit_003.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
GCF_003111625.1_ASM311162v1_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_902770715.1_Rumen_uncultured_genome_RUG11588_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_002496065.1_ASM249606v1_genomic.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
GCA_016294135.1_ASM1629413v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
ERS11702811-megahit_001.fna,ERS11702766-megahit_002.fna,0.021223426,0.9787766
ERS3774463-megahit_001.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
GCA_902784195.1_Rumen_uncultured_genome_RUG12946_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCA_902788375.1_Rumen_uncultured_genome_RUG13366_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
CMC022.B-metaspades_058.fna,ERS11702766-megahit_002.fna,0.023301423,0.9766986
GCA_017460025.1_ASM1746002v1_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERS11702724-megahit_001.fna,ERS11702766-megahit_002.fna,0.027163506,0.9728365
ERS6205402-megahit_002.fna,ERS11702766-megahit_002.fna,0.19729197,0.802708
ERS6256699-megahit_003.fna,ERS11702766-megahit_002.fna,0.10848701,0.891513
GCA_017545145.1_ASM1754514v1_genomic.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
ERSX0004085-megahit_001.fna,ERS11702766-megahit_002.fna,0.019181192,0.9808188
SRS7212804-megahit_003.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERS11702739-megahit_001.fna,ERS11702766-megahit_002.fna,0.022204995,0.977795
SRS7967576-megahit_005.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
SRS7212802-megahit_001.fna,ERS11702766-megahit_002.fna,0.20360398,0.796396
GCA_905209735.1_ERR260234-mag-bin.14_genomic.fna,ERS11702766-megahit_002.fna,0.20360398,0.796396
ERS11702729-megahit_003.fna,ERS11702766-megahit_002.fna,0.18226898,0.817731
GCA_017512765.1_ASM1751276v1_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERS2985784-megahit_016.fna,ERS11702766-megahit_002.fna,0.021018088,0.9789819
GCA_902786715.1_Rumen_uncultured_genome_RUG13199_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERSX0004102-megahit_004.fna,ERS11702766-megahit_002.fna,0.018743217,0.9812568
ERS6955108-megahit_007.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
GCA_902777105.1_Rumen_uncultured_genome_RUG12237_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCA_902777885.1_Rumen_uncultured_genome_RUG12316_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERS11702805-megahit_004.fna,ERS11702766-megahit_002.fna,0.022637784,0.9773622
SRS15300811-megahit_016.fna,ERS11702766-megahit_002.fna,0.023451328,0.9765487
ERS6256689-megahit_001.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
SRS15300788-megahit_004.fna,ERS11702766-megahit_002.fna,0.023152411,0.9768476
SRS3078200-megahit_001.fna,ERS11702766-megahit_002.fna,0.02156949,0.9784305
GCF_001477655.1_ASM147765v1_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERS6205392-megahit_003.fna,ERS11702766-megahit_002.fna,0.18676102,0.813239
GCA_902782595.1_Rumen_uncultured_genome_RUG12789_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERS11702779-megahit_001.fna,ERS11702766-megahit_002.fna,0.019886196,0.9801138
SRS6212649-megahit_002.fna,ERS11702766-megahit_002.fna,0.19729197,0.802708
GCA_017519255.1_ASM1751925v1_genomic.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
ERS11702776-megahit_003.fna,ERS11702766-megahit_002.fna,0.18676102,0.813239
SRS7212788-megahit_002.fna,ERS11702766-megahit_002.fna,0.20360398,0.796396
ERS2985761-megahit_001.fna,ERS11702766-megahit_002.fna,0.018496513,0.9815035
GCA_902785855.1_Rumen_uncultured_genome_RUG13115_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
SRS7890498-megahit_001.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERSX0002001-megahit_041.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS6205390_24.0.refbinned.fa,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERS2985751-megahit_004.fna,ERS11702766-megahit_002.fna,0.022420406,0.9775796
GCA_902789165.1_Rumen_uncultured_genome_RUG13441_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERS3395767_24.0.refbinned.fa,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERS6256701-megahit_003.fna,ERS11702766-megahit_002.fna,0.11107302,0.888927
ERS6256713-megahit_010.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERS11702800_24.0.refbinned.fa,ERS11702766-megahit_002.fna,0.20360398,0.796396
ERS6256700-megahit_008.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_902775005.1_Rumen_uncultured_genome_RUG12025_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
GCF_002208625.1_ASM220862v1_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
GCA_900766745.1_SRS475589_67_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
ERS6256698_26.0.refbinned.fa,ERS11702766-megahit_002.fna,0.106046975,0.893953
GCA_902406285.1_UHGG_MGYG-HGUT-04283_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
SRS3078204-megahit_013.fna,ERS11702766-megahit_002.fna,0.18676102,0.813239
GCF_003111605.1_ASM311160v1_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_902774505.1_Rumen_uncultured_genome_RUG11980_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
ERS6256718-megahit_006.fna,ERS11702766-megahit_002.fna,0.10765803,0.892342
GCA_900315215.1_Rumen_uncultured_genome_RUG076_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
GCA_009784145.1_ASM978414v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCA_902788255.1_Rumen_uncultured_genome_RUG13354_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS6256688-megahit_005.fna,ERS11702766-megahit_002.fna,0.024214208,0.9757858
SRS6212660_25.0.refbinned.fa,ERS11702766-megahit_002.fna,0.022637784,0.9773622
GCA_902775675.1_Rumen_uncultured_genome_RUG12086_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERS11702771_24.0.refbinned.fa,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERS3774441-megahit_007.fna,ERS11702766-megahit_002.fna,0.12960398,0.870396
GCA_002509605.1_ASM250960v1_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
ERS11702770-megahit_001.fna,ERS11702766-megahit_002.fna,0.021223426,0.9787766
ERS11702795-megahit_002.fna,ERS11702766-megahit_002.fna,0.016274929,0.9837251
GCA_902781165.1_Rumen_uncultured_genome_RUG12644_genomic.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
ERS6636085-megahit_010.fna,ERS11702766-megahit_002.fna,0.20360398,0.796396
SRS11653545_22.0.refbinned.fa,ERS11702766-megahit_002.fna,0.263022,0.736978
GCA_900315355.1_Rumen_uncultured_genome_RUG092_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
GCA_015062985.1_ASM1506298v1_genomic.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
ERS6636099-megahit_015.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
GCA_905233225.1_RUG30013_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
GCA_017409525.1_ASM1740952v1_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_017459665.1_ASM1745966v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
ERS11702814-megahit_003.fna,ERS11702766-megahit_002.fna,0.021223426,0.9787766
ERS11702747-megahit_001.fna,ERS11702766-megahit_002.fna,0.020082176,0.9799178
ERS11702731-megahit_001.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERSX0004066-megahit_005.fna,ERS11702766-megahit_002.fna,0.021361291,0.9786387
GCF_001639285.1_ASM163928v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCA_902758515.1_Rumen_uncultured_genome_RUG10376_genomic.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
GCA_015062925.1_ASM1506292v1_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS6256727-megahit_003.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
GCA_902802295.1_Rumen_uncultured_genome_RUG14756_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERS5113011_24.0.refbinned.fa,ERS11702766-megahit_002.fna,0.263022,0.736978
GCA_009776495.1_ASM977649v1_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
GCF_002072215.1_ASM207221v1_genomic.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
GCA_902770905.1_Rumen_uncultured_genome_RUG11608_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERS3774469-megahit_013.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERS2985750-megahit_019.fna,ERS11702766-megahit_002.fna,0.0201478,0.9798522
ERSX0003003-megahit_035.fna,ERS11702766-megahit_002.fna,0.19173098,0.808269
GCA_902765435.1_Rumen_uncultured_genome_RUG11063_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS11702749-megahit_003.fna,ERS11702766-megahit_002.fna,0.020679712,0.9793203
SRS4625248-megahit_007.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERS6256693-megahit_008.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
ERS6256687_22.0.refbinned.fa,ERS11702766-megahit_002.fna,0.219531,0.780469
GCA_902770085.1_Rumen_uncultured_genome_RUG11531_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS6256716-megahit_012.fna,ERS11702766-megahit_002.fna,0.10765803,0.892342
ERS11702763-megahit_001.fna,ERS11702766-megahit_002.fna,0.01831317,0.98168683
GCA_902789505.1_Rumen_uncultured_genome_RUG13476_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS11702769-megahit_005.fna,ERS11702766-megahit_002.fna,0.019756496,0.9802435
SRS3078091-megahit_012.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
ERS4042406-megahit_013.fna,ERS11702766-megahit_002.fna,0.19729197,0.802708
ERS3774470-megahit_003.fna,ERS11702766-megahit_002.fna,0.10765803,0.892342
GCA_902777475.1_Rumen_uncultured_genome_RUG12275_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
SRS15300802-megahit_012.fna,ERS11702766-megahit_002.fna,0.023677707,0.9763223
GCF_001548675.1_ASM154867v1_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_002505605.1_ASM250560v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
ERS6256702-megahit_001.fna,ERS11702766-megahit_002.fna,0.110193014,0.889807
ERS3774460-megahit_001.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
GCF_000189955.1_ASM18995v2_genomic.fna,ERS11702766-megahit_002.fna,0.20360398,0.796396
ERS2985743-megahit_006.fna,ERS11702766-megahit_002.fna,0.02156949,0.9784305
SRS3078158-megahit_001.fna,ERS11702766-megahit_002.fna,0.022710681,0.9772893
GCA_016291275.1_ASM1629127v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCA_900321995.1_Rumen_uncultured_genome_RUG748_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
GCA_902764455.1_Rumen_uncultured_genome_RUG10962_genomic.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
SRS6212650-megahit_004.fna,ERS11702766-megahit_002.fna,0.020545602,0.9794544
ERS6256686-megahit_005.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
GCA_902774685.1_Rumen_uncultured_genome_RUG11990_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
ERS11702777-megahit_001.fna,ERS11702766-megahit_002.fna,0.020478904,0.9795211
ERS3774458-megahit_001.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
GCA_902774705.1_Rumen_uncultured_genome_RUG11996_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERS11702810-megahit_008.fna,ERS11702766-megahit_002.fna,0.020345926,0.9796541
SRS11653539-megahit_001.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS2985769-megahit_011.fna,ERS11702766-megahit_002.fna,0.018374085,0.9816259
ERS11702732-megahit_006.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
GCA_017433025.1_ASM1743302v1_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
SRS7212789-megahit_006.fna,ERS11702766-megahit_002.fna,0.19729197,0.802708
GCA_017431965.1_ASM1743196v1_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
GCA_902765275.1_Rumen_uncultured_genome_RUG11042_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
ERSX0004014-megahit_001.fna,ERS11702766-megahit_002.fna,0.020478904,0.9795211
SRS15300800-megahit_005.fna,ERS11702766-megahit_002.fna,0.023753703,0.9762463
ERSX0003001-megahit_022.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
GCA_902800615.1_Rumen_uncultured_genome_RUG14594_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS11702762-megahit_004.fna,ERS11702766-megahit_002.fna,0.020345926,0.9796541
GCA_900317075.1_Rumen_uncultured_genome_RUG256_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERS11702809_25.0.refbinned.fa,ERS11702766-megahit_002.fna,0.021430492,0.9785695
ERS6256708-megahit_004.fna,ERS11702766-megahit_002.fna,0.10373998,0.89626
GCA_902769795.1_Rumen_uncultured_genome_RUG11503_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS2985770-megahit_006.fna,ERS11702766-megahit_002.fna,0.02156949,0.9784305
GCA_905234905.1_RUG30194_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERS11702793-megahit_001.fna,ERS11702766-megahit_002.fna,0.018805325,0.9811947
ERS11702792-megahit_004.fna,ERS11702766-megahit_002.fna,0.023301423,0.9766986
GCF_000190135.1_ASM19013v2_genomic.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
ERS11702754-megahit_001.fna,ERS11702766-megahit_002.fna,0.019691885,0.9803081
ERS2985759-megahit_006.fna,ERS11702766-megahit_002.fna,0.02156949,0.9784305
ERS6205399-megahit_004.fna,ERS11702766-megahit_002.fna,0.19173098,0.808269
ERSX0004084-megahit_001.fna,ERS11702766-megahit_002.fna,0.021430492,0.9785695
ERS6256688-megahit_008.fna,ERS11702766-megahit_002.fna,0.20360398,0.796396
ERS6256719_24.0.refbinned.fa,ERS11702766-megahit_002.fna,0.295981,0.704019
ERSX0004003-megahit_004.fna,ERS11702766-megahit_002.fna,0.020345926,0.9796541
GCA_902798395.1_Rumen_uncultured_genome_RUG14364_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
ERS6205396-megahit_004.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERS6205385-megahit_004.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
GCA_900313645.1_Rumen_uncultured_genome_RUG823_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
ERSX0004033_24.0.refbinned.fa,ERS11702766-megahit_002.fna,0.263022,0.736978
GCA_905235195.1_RUG30209_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCA_003315655.1_ASM331565v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCA_009777005.1_ASM977700v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
ERS6205401-megahit_002.fna,ERS11702766-megahit_002.fna,0.02622658,0.9737734
ERS3774464-megahit_012.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
SRS4625245-megahit_024.fna,ERS11702766-megahit_002.fna,0.023152411,0.9768476
GCA_902784455.1_Rumen_uncultured_genome_RUG12982_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERSX0004082-megahit_001.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERS11702774-megahit_009.fna,ERS11702766-megahit_002.fna,0.018681288,0.9813187
GCA_902767825.1_Rumen_uncultured_genome_RUG11303_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
GCA_902771435.1_Rumen_uncultured_genome_RUG11674_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERS11702750-megahit_001.fna,ERS11702766-megahit_002.fna,0.017771602,0.9822284
SRS3078091-megahit_001.fna,ERS11702766-megahit_002.fna,0.020612597,0.9793874
ERS6636154-megahit_001.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
GCA_902784715.1_Rumen_uncultured_genome_RUG12995_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_902800515.1_Rumen_uncultured_genome_RUG14577_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCF_000513315.1_ANOR1_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
SRS4625250-megahit_009.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
GCF_002813085.1_ASM281308v1_genomic.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERSX0003002-megahit_021.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERS2985776-megahit_006.fna,ERS11702766-megahit_002.fna,0.022420406,0.9775796
ERS6205394-megahit_003.fna,ERS11702766-megahit_002.fna,0.18226898,0.817731
SRS6212661-megahit_005.fna,ERS11702766-megahit_002.fna,0.021779478,0.9782205
SRS11653565-megahit_001.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
SRS15300793-megahit_002.fna,ERS11702766-megahit_002.fna,0.023451328,0.9765487
GCA_015062935.1_ASM1506293v1_genomic.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
SRS3078163-megahit_014.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
GCA_902769175.1_Rumen_uncultured_genome_RUG11428_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
GCA_902778345.1_Rumen_uncultured_genome_RUG12365_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
ERS3774482-megahit_002.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
SRS7212792-megahit_004.fna,ERS11702766-megahit_002.fna,0.022783816,0.9772162
ERS11702742-megahit_001.fna,ERS11702766-megahit_002.fna,0.020345926,0.9796541
ERS3774436-megahit_003.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
ERS6256704-megahit_011.fna,ERS11702766-megahit_002.fna,0.112887025,0.887113
CMC010.B-metaspades_067.fna,ERS11702766-megahit_002.fna,0.219531,0.780469
CMC038.A-metaspades_058.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS11702775-megahit_007.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_017652345.1_ASM1765234v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCF_000621965.1_ASM62196v1_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_900313195.1_Rumen_uncultured_genome_RUG787_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
SRS15300795-megahit_010.fna,ERS11702766-megahit_002.fna,0.020950079,0.9790499
GCA_017410345.1_ASM1741034v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
SRS11653610-megahit_003.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
SRS6212652-megahit_006.fna,ERS11702766-megahit_002.fna,0.020279706,0.9797203
ERSX0004007-megahit_002.fna,ERS11702766-megahit_002.fna,0.019307911,0.9806921
SRS11653562-megahit_001.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS11702808-megahit_003.fna,ERS11702766-megahit_002.fna,0.021086395,0.9789136
ERS6256706_26.0.refbinned.fa,ERS11702766-megahit_002.fna,0.113823,0.886177
SRS15300786-megahit_007.fna,ERS11702766-megahit_002.fna,0.027955472,0.9720445
ERS11702772-megahit_001.fna,ERS11702766-megahit_002.fna,0.019499123,0.9805009
CMC035.B-metaspades_091.fna,ERS11702766-megahit_002.fna,0.20360398,0.796396
ERSX0004018-megahit_006.fna,ERS11702766-megahit_002.fna,0.018992484,0.9810075
ERS11702751-megahit_004.fna,ERS11702766-megahit_002.fna,0.019627512,0.9803725
SRS3078097-megahit_008.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
SRS6212654-megahit_005.fna,ERS11702766-megahit_002.fna,0.02115482,0.9788452
SRS11653538-megahit_005.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCF_000024185.1_ASM2418v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
CMC038.B-metaspades_131.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
SRS11653539-megahit_004.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERS2985760-megahit_001.fna,ERS11702766-megahit_002.fna,0.19173098,0.808269
GCF_001315885.1_ASM131588v1_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_902774605.1_Rumen_uncultured_genome_RUG11987_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
SRS3078181-megahit_004.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
SRS11653570-megahit_001.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS11702799-megahit_002.fna,ERS11702766-megahit_002.fna,0.032616794,0.9673832
GCA_902768415.1_Rumen_uncultured_genome_RUG11363_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
GCA_902785665.1_Rumen_uncultured_genome_RUG13094_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
ERS11702787-megahit_004.fna,ERS11702766-megahit_002.fna,0.019435227,0.9805648
ERS6256726-megahit_004.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
GCA_017434525.1_ASM1743452v1_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERSX0003002-megahit_006.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
GCA_017432245.1_ASM1743224v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
SRS7212800-megahit_001.fna,ERS11702766-megahit_002.fna,0.19729197,0.802708
GCA_902788045.1_Rumen_uncultured_genome_RUG13330_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
SRS6212663-megahit_005.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERS11702766-megahit_002.fna,ERS11702766-megahit_002.fna,0.0,1.0
ERS11702765-megahit_003.fna,ERS11702766-megahit_002.fna,0.021709323,0.9782907
ERS6636090-megahit_006.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_017646885.1_ASM1764688v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCF_001639295.1_ASM163929v1_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCA_900319875.1_Rumen_uncultured_genome_RUG526_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
ERS6205387-megahit_006.fna,ERS11702766-megahit_002.fna,0.19729197,0.802708
ERS11702789-megahit_003.fna,ERS11702766-megahit_002.fna,0.019181192,0.9808188
GCA_017553445.1_ASM1755344v1_genomic.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_017427765.1_ASM1742776v1_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
GCF_001639275.1_ASM163927v1_genomic.fna,ERS11702766-megahit_002.fna,0.02115482,0.9788452
GCA_902796575.1_Rumen_uncultured_genome_RUG14185_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
GCF_001639265.1_ASM163926v1_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
SRS3078160-megahit_007.fna,ERS11702766-megahit_002.fna,0.026648402,0.9733516
GCF_900103415.1_IMG-taxon_2593339167_annotated_assembly_genomic.fna,ERS11702766-megahit_002.fna,1.0,0.0
GCA_015656755.1_ASM1565675v1_genomic.fna,ERS11702766-megahit_002.fna,0.263022,0.736978
GCA_902783085.1_Rumen_uncultured_genome_RUG12835_genomic.fna,ERS11702766-megahit_002.fna,0.21089697,0.78910303
ERS3774436-megahit_002.fna,ERS11702766-megahit_002.fna,0.121010005,0.87899
SRS7967575-megahit_002.fna,ERS11702766-megahit_002.fna,0.243761,0.756239
GCA_902778875.1_Rumen_uncultured_genome_RUG12411_genomic.fna,ERS11702766-megahit_002.fna,0.295981,0.704019
SRS15300794-megahit_001.fna,ERS11702766-megahit_002.fna,0.022062302,0.9779377
ERS11702782-megahit_002.fna,ERS11702766-megahit_002.fna,0.020279706,0.9797203
SRS473746-megahit_050.fna,ERS11702766-megahit_002.fna,0.18676102,0.813239
ERS11702780-megahit_009.fna,ERS11702766-megahit_002.fna,0.014200926,0.9857991
GCA_902785165.1_Rumen_uncultured_genome_RUG13036_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
ERS2985773-megahit_005.fna,ERS11702766-megahit_002.fna,0.02156949,0.9784305
ERS11702798-megahit_004.fna,ERS11702766-megahit_002.fna,0.01843518,0.9815648
GCA_015062885.1_ASM1506288v1_genomic.fna,ERS11702766-megahit_002.fna,0.23010999,0.76989
